,model,train_acc,train_loss,val_acc,val_loss
0,"{'learning_rate': 0.08360289270402858, 'regularization_rate': 0.0022439468517196116, 'filters': array([85, 17, 44]), 'fc_hidden_nodes': 443}",0.5124502049024362,0.9966750437242893,0.5235567425131086,1.023729080543189
1,"{'learning_rate': 0.000893145093504032, 'regularization_rate': 0.00319386451934688, 'filters': [48, 43, 68, 77], 'lstm_dims': [78]}",0.5919654766965909,0.6820049983156155,0.5925680214827157,0.6907432570549219
